Unnamed: 0,Unnamed: 1,id,budget,original_language,popularity,runtime,release_year,release_month,release_quarter,pc_universal,pc_paramount,pc_columbia pictures,pc_disney,pc_metro-goldwyn-mayer,pc_new line,pc_canal,pc_touchstone pictures,pc_fox,pc_miramax,pc_united artists,pc_france,pc_village roadshow,pc_sony,pc_bbc,pc_studiocanal,pc_orion pictures,pc_working title films,pc_dimension films,pc_summit entertainment,pc_century_fox,pcn_US,pcn_GB,pcn_FR,pcn_DE,pcn_CA,pcn_IN,pcn_IT,pcn_JP,pcn_AU,pcn_ES,pcn_HK,pcn_BE,pcn_KR,pcn_SE,pcn_NL,pcn_CZ,pcn_NO,pcn_BR,pcn_AT,genre_history,genre_adventure,genre_family,genre_music,genre_action,genre_drama,genre_horror,genre_documentary,genre_thriller,genre_crime,genre_foreign,genre_war,genre_tv movie,genre_mystery,genre_western,genre_science fiction,genre_comedy,genre_romance,spl_en,spl_fr,spl_de,spl_ru,spl_ja,spl_cn,spl_ko,spl_hu,spl_sv,crew_size,crew_job_producer,crew_job_executive producer,crew_job_director,crew_job_screenplay,crew_job_editor,crew_job_casting,crew_job_director of photography,crew_job_original music composer,crew_job_art direction,crew_job_production design,crew_job_costume design,crew_job_writer,crew_job_set decoration,crew_job_sound re-recording mixer,crew_job_script supervisor,crew_job_camera operator,crew_job_animation,crew_job_hairstylist,crew_job_sound effects editor,crew_job_visual effects producer,crew_job_music editor,crew_job_dialogue editor,crew_job_co-producer,crew_job_music,crew_job_stunts,crew_job_associate producer,crew_job_novel,crew_job_sound designer,release_dayofweek,cast_size,budget_over_runtime,kw_woman director,kw_independent film,kw_duringcreditsstinger,kw_love,kw_revenge,kw_biography,kw_sport,kw_police,kw_suspense,kw_nudity,kw_teenager,kw_drug,kw_female nudity,kw_new york,kw_prison,kw_family,keywords_count,tagline_length,budget_over_popularity,cast_gender_0_perc,cast_gender_1_perc,cast_gender_2_perc,crew_gender_0_perc,crew_gender_1_perc,crew_gender_2_perc,production_companies_count,production_countries_count,spoken_languages_count
train,10,11,-0.8791797779073359,10,0.5145181004658181,119.0,1976,11,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31,3,2,2,2,3,2,2,2,2,2,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,6,37,-0.9413221402530308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,41,-0.02420623308090612,0.35135135135135137,0.10810810810810813,0.5405405405405406,0.3870967741935484,0.06451612903225806,0.5483870967741935,1,1,1
train,11,12,-1.0878165882071624e-16,10,0.1667724491487487,98.0,1987,7,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0.10011885284805867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,-0.02450027458079497,0.07142857142857142,0.07142857142857142,0.8571428571428571,0.5,0.0,0.5,4,1,1
train,12,13,-0.4703678192476806,10,1.0038338306412171,122.0,1999,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,109,3,0,2,2,3,3,2,2,2,2,2,0,2,3,3,3,0,2,3,3,3,3,3,0,0,0,0,0,2,40,-0.5552877559433022,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,21,12,-0.02135634856023076,0.075,0.55,0.375,0.6055045871559633,0.13761467889908258,0.25688073394495414,2,1,1
train,13,14,0.639264639971384,10,0.3945151083963955,118.0,2005,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,18,5,4,2,2,2,0,2,2,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,59,0.5440389600055132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,40,-0.007207352646565939,0.05084745762711865,0.3050847457627119,0.6440677966101694,0.1111111111111111,0.16666666666666666,0.7222222222222222,4,1,2
train,14,15,2.0701064952801778,10,0.9988593020032966,145.0,2002,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,156,5,3,2,3,2,2,2,3,4,2,2,0,2,3,2,3,0,2,2,2,2,2,0,0,2,3,0,2,3,23,1.4010365603306352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,47,-0.003058975884382197,0.0,0.3478260869565217,0.6521739130434783,0.6987179487179487,0.057692307692307696,0.24358974358974358,7,1,2
train,15,16,-0.8937802050023237,34,-0.6162357855452779,97.0,2010,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,2,5,3,2,2,0,0,2,3,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,0,3,2,13,-0.9522706019711842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,68,-0.02236758600456944,0.6923076923076923,0.0,0.3076923076923077,0.96,0.0,0.04,1,1,1
train,16,17,-0.14915842315795136,10,-0.17904200161819844,85.0,2005,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,35,3,5,2,2,3,3,2,2,2,2,2,0,2,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,24,0.0612066023548201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,-0.006676351143059371,0.25,0.4166666666666667,0.3333333333333333,0.45714285714285713,0.2857142857142857,0.2571428571428571,3,1,2
train,17,18,-1.0878165882071624e-16,10,-0.3560558950084287,111.0,2013,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,31,5,0,2,0,2,2,2,0,2,2,2,2,2,2,0,0,0,0,0,3,0,0,0,2,0,0,2,0,2,19,-0.02516847312512373,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,51,-0.02450027458079497,0.3157894736842105,0.3157894736842105,0.3684210526315789,0.7741935483870968,0.0967741935483871,0.12903225806451613,4,1,1
train,18,19,-0.6747737985775083,10,-0.1659443961164695,96.0,2011,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,-0.6888019532025601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,-0.019150502010339385,0.43478260869565216,0.3043478260869565,0.2608695652173913,0.0,0.0,1.0,4,3,2
train,19,20,0.026046701981900938,10,0.2338428066871593,87.0,2005,8,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,17,3,2,2,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,10,0.2699284121347261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,45,-0.012262756462064385,0.2,0.2,0.6,0.47058823529411764,0.0,0.5294117647058824,7,1,3
train,20,21,1.4276877031007194,10,0.2865285027065905,130.0,1998,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,120,5,5,2,3,2,4,2,2,4,2,3,0,2,2,2,2,2,2,2,2,2,2,3,0,2,2,0,0,4,20,1.1042547595921932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,0.00445958494662886,0.1,0.3,0.6,0.75,0.041666666666666664,0.20833333333333334,4,1,1
train,21,22,-0.7915772153374099,10,-0.042965811423144734,95.0,1982,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,16,-0.8277439508585642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,44,-0.0223260849424826,0.625,0.1875,0.1875,0.18181818181818182,0.09090909090909091,0.7272727272727273,2,1,1
train,22,23,-1.0878165882071624e-16,10,-0.0570639124722938,116.0,2012,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,4,0,11,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,-0.06587854588829314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,-0.02450027458079497,0.4,0.16666666666666666,0.43333333333333335,0.21052631578947367,0.05263157894736842,0.7368421052631579,3,1,1
train,23,24,-1.0878165882071624e-16,10,-0.5911756367814701,92.0,2011,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,2,2,2,0,2,2,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,0.16988587550536602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,-0.02450027458079497,0.15789473684210525,0.2631578947368421,0.5789473684210527,0.6,0.1,0.3,3,1,1
train,24,25,-1.0878165882071624e-16,10,-0.08881162304407249,87.0,2006,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,10,2,0,2,2,2,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0.2353759925591604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,71,-0.02450027458079497,0.15384615384615385,0.38461538461538464,0.4615384615384616,0.2,0.3,0.5,2,1,3
train,25,26,-1.0878165882071624e-16,10,-0.5970092714062516,95.0,1992,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,14,2,2,2,0,2,2,2,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,15,0.1339007796084392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,-0.02450027458079497,0.4,0.26666666666666666,0.3333333333333333,0.42857142857142855,0.14285714285714285,0.42857142857142855,4,2,1
train,26,27,-0.6163720901975576,10,-0.3460125506244713,110.0,1997,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,18,2,3,2,0,2,4,2,0,2,2,2,2,2,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,6,-0.6632710252000059,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,-0.014410966887458281,0.0,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.4444444444444444,0.4444444444444444,4,1,1
train,27,28,-0.5871712360075821,10,0.19128060320374665,93.0,2013,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,15,6,0,2,2,2,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,-0.5710302530617464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,-0.020092734070835408,0.25,0.4583333333333333,0.2916666666666667,0.6666666666666666,0.13333333333333333,0.2,3,2,1
train,28,29,-0.7331755069574591,10,-0.1443313577203812,84.0,1986,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,18,3,3,2,0,2,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,4,33,-0.7289219829208591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,58,-0.02064401874793868,0.15151515151515152,0.030303030303030307,0.8181818181818182,0.8333333333333334,0.0,0.16666666666666666,4,1,2
train,29,30,0.40565780645158095,10,-0.05724204687795125,89.0,2002,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,2,0,2,3,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0.7343321346701405,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,81,0.0005026650267522328,0.09090909090909093,0.3636363636363637,0.5454545454545454,0.25,0.125,0.625,1,1,1
train,30,31,-0.5287695276276314,14,0.6224388613660841,112.0,2011,11,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,34,4,0,3,3,2,3,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,32,-0.5784718714772373,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,93,-0.02098969242151016,0.21875,0.28125,0.5,0.8823529411764706,0.0,0.11764705882352941,8,1,2
train,31,32,-1.0878165882071624e-16,14,-0.2317397815128633,117.0,2005,5,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,18,5,4,2,2,3,2,2,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,-0.07360302123309978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,-0.02450027458079497,0.21428571428571427,0.2857142857142857,0.5,0.3888888888888889,0.1111111111111111,0.5,15,5,1
train,32,33,1.7196962450004731,10,0.40258845230430995,106.0,2015,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,92,4,0,2,0,3,3,2,0,2,2,2,4,3,3,3,4,0,4,2,7,2,3,0,2,0,0,0,2,2,22,1.8917486375461519,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,13,0.0046500382330671814,0.2727272727272727,0.4090909090909091,0.3181818181818182,0.7391304347826086,0.06521739130434782,0.1956521739130435,7,1,1
train,33,34,-1.0878165882071624e-16,10,-0.0213820373779628,125.0,2014,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,59,9,0,31,0,0,0,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,31,-0.1309495261929432,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,-0.02450027458079497,0.7741935483870968,0.0967741935483871,0.12903225806451613,0.7457627118644068,0.0847457627118644,0.1694915254237288,3,5,7
train,34,35,3.1797389544992423,10,0.09890225415438574,91.0,2007,8,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,18,5,2,2,2,4,0,2,2,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,4.215100140826464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0.0380825044853802,0.2777777777777778,0.2777777777777778,0.4444444444444444,0.16666666666666666,0.1111111111111111,0.7222222222222222,1,1,5
